dataset,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,Features.Skew.StandardDeviation,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,attributes total,attributes categorical,attributes numerical
parkinsons,-0.839938243,0.804345107,0.927074967,-0.933173767,0.124504964,-0.503886351,0.683011978,-0.03780783,-0.921430996,-0.566371439,0.830959143,-0.574149161,0.915180438,0.769093912,-0.494546946,-0.944885253,0.839091448,0.158085127,0.598292377,-0.48825482,0.364157794,0.9478544,0.341192429,-0.525737448,0.879576846,-0.665180069,-0.916411573,0.647903634,-0.795511637,0.557663931,-0.45651361,0.849947481,0.434374146,-0.651340181,-0.83298486,0.993321817,-0.155300925,0.952833516,0.421828122,-0.870457365,-0.024143944,-0.579696152,0.591021714,-0.245076869,-0.953481709,-0.395723187,0.676526938,-0.765290899,0.795377784,0.912737514,-0.15208714,0.538893076,-0.699075297,0.053306311,0.914130603,0.617467379,-0.812493151,0.586734993,-0.904296613,-0.728520622,-0.208751346,0.593797994,0.761918234,0.031188248,-0.610400002,0.506275657,0.355416017,0.381737993,-0.188661817,-0.603221997,-0.047967343,0.558456805,0.413096707,-0.441226976,0.511479755,-0.502006078,-0.5383757,0.455027947,-0.599263207,-0.867360067,0.828270659,-0.196995339,0.809578636,0.369481766,0.212397202,-0.588899865,0.393311595,0.61897872,0.217878437,-0.472292698,0.487062344,-0.682559916,0.731262166,-0.800339505,-0.82479025,-0.808868405,0.020951267,-0.734250687,-0.139919778,-0.18350549,0.96415117,0.453359144,-0.349453166,-0.916465899,0.60136567,0.37037037,0.444444444,0.148148148,0.296296296,0.518518519,0.222222222,0,0,0.296296296,0.074074074,0.074074074,0,0,0.296296296,0.296296296,0.518518519,0.296296296,0.148148148,0.37037037,1,1.390808648,1.521751891,-1.178571429,0.194777128,0.379523849,0.128844728,0.254037221,0.310085543,0.493684613,0.318337295,0.317556813,5.088877545,6.136875549,-0.610969388,0.032775906,0.153732693,0.753846154,,195,0.117948718,0,0,1,4485,0,23,0,23
pima,-0.922394273,0.91108223,0.986355636,-0.979764659,0.012597706,-0.812515631,0.850662151,-0.174353979,-0.971833391,-0.446714379,0.905507542,-0.500490945,0.985782987,0.954638094,-0.706806551,-0.963556579,0.884593461,0.31267769,0.899159639,-0.648430419,0.486356115,0.965179547,0.259421515,-0.69714325,0.746362397,-0.861244241,-0.975885402,0.837720025,-0.930799012,0.332364323,-0.638661102,0.962034103,0.147829449,-0.818422359,-0.658034949,0.998220084,-0.222392179,0.958714559,0.76157734,-0.951913115,-0.117485497,-0.847628477,0.772234481,-0.298608546,-0.987332306,-0.35173724,0.831352701,-0.594773635,0.949348195,0.989822547,-0.098246452,0.779259754,-0.888615517,0.117745734,0.948642137,0.492321814,-0.921258766,0.445384591,-0.986631209,-0.907878654,0.246861437,0.37643159,0.859547365,0.14949375,-0.219129272,0.331374999,0.705350124,0.141946606,-0.224365822,-0.634650251,0.444988273,0.8170948,0.166660694,-0.619977243,0.720332766,-0.771149679,-0.85646981,0.155030198,-0.741888949,-0.627696172,0.952541091,-0.220956679,0.911581336,0.691854328,0.307172042,-0.184871618,0.164337698,0.840712766,-0.067742066,-0.394367078,0.365950757,-0.815317767,0.590269108,-0.92943175,-0.980020435,-0.670491726,0.124056426,-0.517749402,-0.261858592,-0.207706474,0.950615733,0.755438496,-0.409984426,-0.657671853,0.898980693,0.558139535,0.279069767,0.093023256,0.372093023,0.093023256,0.046511628,0.046511628,0.279069767,0.093023256,0.046511628,0,0.325581395,0.046511628,0.23255814,0.139534884,0,0,0.279069767,0.372093023,1,1.16829581,0.539941455,0.633775703,0.114272854,0.154085584,0.154105093,0.241018798,0.168285897,0.173560867,0.307520624,0.272802079,2.266430433,2.916022085,-1.598328358,0.038773295,0.109666972,0.348958333,,768,0.01171875,0,0,1,6912,0,9,0,9
pittsburg-bridges-MATERIAL,-0.801658915,0.673086284,0.944107073,-0.838167722,0.002998065,-0.831015669,0.435523693,-0.32577001,-0.810856253,0.077704124,0.650511257,-0.28636693,0.959809203,0.895043115,-0.263789299,-0.890634352,0.718078755,0.330939134,0.965338631,-0.059195775,0.734496849,0.930710359,-0.084342845,-0.225816657,0.656498062,-0.733733705,-0.896586736,0.52299823,-0.644639691,0.565611537,-0.329143074,0.846295004,0.266042853,-0.312799927,-0.186040695,0.985466521,0.148360662,0.739581724,0.453144425,-0.773966372,-0.193058297,-0.894960265,0.236231835,-0.51298851,-0.89107561,0.189013834,0.490430945,-0.396763318,0.888866548,0.98261264,-0.026938752,0.728222913,-0.465320365,0.301637278,0.737530775,-0.046114499,-0.628664048,0.221556886,-0.857371253,-0.715890088,0.283116961,0.834064495,0.576085331,0.39056638,-0.661622019,0.581794286,0.061535745,0.08780172,-0.267504929,-0.106192486,0.658714651,0.932285693,-0.080362157,-0.295035094,0.600987787,-0.761141988,-0.8874791,0.415460436,0.002263927,-0.490929125,0.865537234,0.030749284,0.512018893,0.156246524,0.657734512,-0.180054043,0.321878257,0.70136946,-0.241083798,-0.575266352,-0.163883133,-0.269865479,0.46174519,-0.757494765,-0.869328966,-0.14807822,0.395380371,-0.027889413,0.270199228,0.198573909,0.714006885,0.422540875,-0.226242436,-0.419755387,0.829810606,0,0.75862069,0.344827586,0.206896552,0.137931034,0.206896552,0.275862069,0.551724138,0.413793103,0.413793103,0.413793103,0.275862069,0.344827586,0.344827586,0.413793103,0.344827586,0.413793103,0.482758621,0.413793103,1,0.751071161,-0.580997261,-1.458984586,0.193038959,0.212130594,0.291256889,0.342078458,0.169516171,0.20930981,0.393590641,0.335533416,0.095933,1.060397258,0.420321141,0.199292088,0.527278406,1.594339623,,106,0.075471698,0,0,1,848,0,8,0,8
pittsburg-bridges-REL-L,-0.660930416,0.877814784,0.952165401,-0.919047328,0.556787775,-0.682485483,0.905,0.201759154,-0.846521447,0.007519542,0.856990586,0.065943297,0.992261898,0.879364967,-0.311448912,-0.781239331,0.695378953,0.081309314,0.79170312,-0.412656371,0.455239188,0.872123015,-0.307099762,-0.285627409,0.599133137,-0.648274942,-0.798549004,0.724634511,-0.805522363,0.859115897,-0.547786263,0.945138394,0.544799846,-0.578557101,-0.298982959,0.996777911,0.318127987,0.887072166,0.604707238,-0.882893456,0.367428264,-0.677268266,0.794782748,-0.012408146,-0.91986717,0.2382253,0.697816839,-0.094538762,0.946433192,0.978888548,-0.509462094,0.667393943,-0.839928197,-0.144997039,0.895326445,0.023935964,-0.783365963,-0.007964408,-0.923908695,-0.815159582,-0.256421473,0.767001323,0.773744589,-0.188110969,-0.401311227,0.881859185,0.468338326,0.580651184,0.24798022,-0.58052866,0.165536188,0.688161317,0.084077949,-0.534862569,0.466921836,-0.678847205,-0.623191924,0.462453956,-0.667493525,-0.205434875,0.935363671,0.240242403,0.903943048,0.6945398,0.161213919,-0.394380623,0.575128428,0.763959052,0.205394246,-0.125291397,-0.228130493,-0.549586843,0.191364512,-0.837308425,-0.916429726,-0.313226661,-0.189631305,-0.009740823,0.392950973,0.3300295,0.865431908,0.575597864,0.06329384,-0.155986109,0.872324082,0.137931034,0.275862069,0.068965517,0.344827586,0.275862069,0,0.137931034,0.206896552,0.206896552,0.137931034,0.275862069,0.068965517,0.206896552,0.137931034,0.137931034,0.275862069,0.275862069,0.275862069,0.551724138,1,0.612921329,-0.470334,-0.351040661,0.186328928,0.186746969,0.257095045,0.275480529,0.143760831,0.178870417,0.331974273,0.305501312,-0.236942653,1.133942805,-1.694602265,0.146844624,0.388514466,1.174757282,,103,0.077669903,0,0,1,824,0,8,0,8
pittsburg-bridges-SPAN,-0.843528884,0.93258767,0.988915153,-0.913052935,0.151276942,-0.832042436,0.883807218,-0.375555521,-0.909692719,0.363104984,0.927337589,-0.37426837,0.993044695,0.971199613,-0.7119963,-0.858746904,0.896746469,0.206857706,0.8708225,-0.669568916,0.684902789,0.940457628,-0.241564022,-0.702265758,0.694872388,-0.827739149,-0.856735726,0.879382382,-0.834870258,0.435314921,-0.787643204,0.953663013,-0.149239367,-0.781413672,0.198740618,0.994576004,-0.257486907,0.945767088,0.836802603,-0.910002462,0.053694129,-0.822609104,0.833189089,-0.439658002,-0.926490447,0.416101524,0.87079687,-0.405716332,0.977476201,0.994218015,-0.061698001,0.826022568,-0.773581528,0.467326674,0.9629812,-0.323470606,-0.831512981,0.43310952,-0.907847716,-0.89723963,-0.051425907,0.453306972,0.663724737,0.071709937,0.043419875,0.443658609,0.457878245,0.188079589,-0.001268278,-0.782325182,0.402188956,0.876530822,-0.105873356,-0.76174205,0.600712487,-0.835093426,-0.802812646,-0.117059851,-0.730719589,0.186108106,0.939493417,-0.289827284,0.885749139,0.796075652,0.536694544,-0.107655235,-0.139944345,0.703101336,-0.337851952,-0.473138415,-0.372276932,-0.773888392,0.496463742,-0.895463261,-0.926812892,0.221545807,0.272978215,0.314729295,0.463563115,-0.222664876,0.938055342,0.827006864,-0.357492968,-0.416965085,0.954349107,0.266666667,0.533333333,0.4,0.044444444,0,0.177777778,0.266666667,0.177777778,0.222222222,0.133333333,0.133333333,0.177777778,0.133333333,0.088888889,0.444444444,0.044444444,0.177777778,0.088888889,0.488888889,1,0.599673323,-0.415662877,0,0.224736399,0.233956174,0.259201339,0.32367389,0.152657779,0.178586442,0.385276069,0.268477925,-0.233034596,0.907561304,-0.909090909,0.125000125,0.330718867,1,,92,0.086956522,0,0,1,736,0,8,0,8
pittsburg-bridges-T-OR-D,-0.935769711,0.919263332,0.995749755,-0.929078488,-0.912679437,-0.883942657,0.932301504,-0.881167127,-0.935527221,-0.675178403,0.800697817,-0.899500645,0.988215813,0.989528477,-0.829680724,-0.940224423,0.979043684,0.97656353,0.932420775,-0.866665385,0.947408034,0.993053133,0.726457153,-0.701553912,0.977824414,-0.91669528,-0.937230977,0.890151891,-0.863568489,-0.776290518,-0.841778878,0.912762049,-0.733213954,-0.830799669,-0.721903514,0.950605775,-0.778184573,0.952111733,0.869234576,-0.923903967,-0.918963315,-0.87750182,0.921848389,-0.890944801,-0.936601419,-0.655164457,0.763255193,-0.907495207,0.976409575,0.996956429,0.960073398,0.8953998,-0.863386387,0.901360554,0.982227423,0.726879169,-0.761836481,0.944155102,-0.916597994,-0.918707629,0.884094524,-0.851238466,0.925509823,0.978895698,0.685468165,-0.627047458,0.95411332,-0.881205552,-0.918920255,-0.867173748,0.895634793,0.906046024,0.776366727,-0.733134799,0.918064357,-0.895126761,-0.867985221,-0.743837886,-0.862866718,-0.743967696,0.794132513,-0.847994726,0.942028349,0.913569938,0.93980206,0.622789789,-0.594266156,0.915404245,-0.853484009,-0.890907543,0.710028842,-0.701282791,0.963038044,-0.912341711,-0.934833127,-0.619272078,0.768185689,-0.717357506,-0.633918418,-0.639807719,0.842999588,0.737706359,-0.873654718,-0.910407911,0.962565582,0.430379747,0.53164557,0.278481013,0.151898734,0.025316456,0,0,0,0,0,0,0,0,0,0,0,0.050632911,0.202531646,0.17721519,1,1.051020349,-0.157037119,2.108270665,0.168610658,0.193957226,0.170161122,0.287136252,0.101728109,0.16738608,0.192490594,0.348885123,0.279864403,1.27096957,2.444805195,0.017156946,0.045392761,0.137254902,,102,0.078431373,0,0,1,816,0,8,0,8
pittsburg-bridges-TYPE,-0.54736568,0.950968521,0.981829689,-0.907910989,0.75792897,-0.738677404,0.928901572,0.191014408,-0.876795671,0.611966912,0.953214779,0.109586502,0.994636544,0.959546255,-0.430057413,-0.587611413,0.625120608,-0.16541378,0.836916489,-0.414951077,0.454699356,0.756014612,-0.194424991,-0.439011364,0.652617843,-0.53810168,-0.597524632,0.893265517,-0.830045848,0.900541867,-0.685891057,0.966850481,0.399217551,-0.766206252,0.468363391,0.996886352,0.164490125,0.952227165,0.849512044,-0.910358501,0.659179766,-0.736572954,0.872711975,0.073181546,-0.901365377,0.669216042,0.895876421,0.056378618,0.975919549,0.992097461,-0.613591191,0.714862594,-0.84007497,-0.026269583,0.931386552,-0.570516648,-0.825566046,-0.010958228,-0.906530567,-0.89506857,-0.478552211,0.863760259,0.649538243,-0.498795861,0.34296309,0.893569962,0.290294058,0.758177673,0.596878818,-0.624724785,0.115910339,0.836856743,-0.326447738,-0.697114355,0.328650277,-0.734603806,-0.730326351,0.397833535,-0.748278173,0.472060298,0.953494406,0.160091294,0.934323854,0.830173089,0.109899688,0.051808485,0.386927749,0.58612307,0.206563332,0.00481657,-0.578621739,-0.77157432,0.081085643,-0.87111962,-0.901066845,0.474213092,0.401568912,0.597644629,0.702389379,0.162835925,0.949557393,0.853105808,0.119537288,0.031403351,0.952802003,0.204081633,0.244897959,0.285714286,0.163265306,0.244897959,0.204081633,0.040816327,0,0.081632653,0.081632653,0.244897959,0.326530612,0.081632653,0.204081633,0.204081633,0.12244898,0.244897959,0.204081633,0.408163265,1,0.722893897,-0.36269816,0.301754758,0.184221194,0.185427931,0.237761099,0.285900851,0.177993209,0.19067276,0.421903874,0.274572262,-0.005487762,1.086035393,-0.490613464,0.276190311,0.730731377,2.20952381,,105,0.076190476,0,0,1,840,0,8,0,8
planning,-0.967838426,0.958962665,0.998783029,-0.967795626,-0.895357087,-0.878865959,0.729176455,-0.9278332,-0.968031326,-0.92188741,0.927986533,-0.964513453,0.98984427,0.996188729,-0.915442962,-0.969092574,0.994081813,0.928486807,0.889887797,-0.673283719,0.96704435,0.998847067,0.94072154,-0.881050523,0.998386462,-0.952379087,-0.968103251,0.946758343,-0.934904053,-0.831714892,-0.910321568,0.864883335,-0.827083865,-0.912326258,-0.959797954,0.993100335,-0.900635823,0.98687037,0.934111973,-0.965535175,-0.897800721,-0.867314625,0.70417628,-0.935813887,-0.969533188,-0.910670891,0.912407348,-0.967375314,0.983567474,0.998874538,0.916460961,0.894750451,-0.712750908,0.950360809,0.993833294,0.95847432,-0.904182093,0.989570731,-0.962685315,-0.962183973,0.797573225,-0.53471477,0.929529641,0.929964845,0.886558442,-0.790602521,0.931613664,-0.876684887,-0.897836118,-0.794979955,0.809689511,0.874857943,0.906978704,-0.908567251,0.87749212,-0.898912584,-0.854816363,-0.545379778,-0.664722744,-0.799593676,0.906942066,-0.646943809,0.791899569,0.681221869,0.967690485,0.858003895,-0.779199684,0.976449526,-0.888175026,-0.942314631,0.937858181,-0.876419931,0.997821915,-0.951415806,-0.969209629,-0.947648698,0.926838199,-0.951465179,-0.89845642,-0.862968983,0.964942821,0.896704394,-0.943485157,-0.96871818,0.976210151,0.729411765,0.352941176,0.117647059,0.070588235,0.047058824,0,0,0,0,0,0,0,0,0,0,0,0.023529412,0.094117647,0.211764706,1,0.416865714,-0.076815625,0.948683298,0.191354301,0.356274827,0.352723057,0.381639701,0.024806821,0.298416702,0.07022734,0.270769753,0.369364703,0.751739668,-1.1,0.021978056,0.076134092,0.285714286,,182,0.071428571,0,0,1,2366,0,13,0,13
plant-margin,-0.994646476,0.992813428,0.999168059,-0.986264447,-0.500333781,-0.912455973,0.947975701,-0.841821882,-0.99413955,-0.920353638,0.989933118,-0.981418412,0.997908214,0.997489149,-0.983168416,-0.99561629,0.986746145,0.510608636,0.918502964,-0.934220122,0.857241183,0.99717799,0.923245702,-0.979626253,0.991227443,-0.990669844,-0.995215113,0.988487608,-0.981040512,-0.474691926,-0.904305619,0.968313658,-0.799604881,-0.984403742,-0.935262041,0.999151124,-0.968099653,0.997622632,0.984421427,-0.984314784,-0.503615025,-0.912390778,0.939477262,-0.851587458,-0.994475141,-0.916999523,0.985011382,-0.983825331,0.995701325,0.999492793,0.489813232,0.885008473,-0.94443847,0.840238033,0.989878892,0.912944876,-0.979667654,0.973245204,-0.983626479,-0.982093836,0.483413316,-0.413798106,0.610359569,0.507750498,0.578342471,-0.470955419,0.530690638,-0.48766472,-0.504454522,-0.897318613,0.85644034,0.897847027,0.829397439,-0.902372292,0.910439826,-0.908952043,-0.911779992,-0.744953093,-0.931287112,-0.90185907,0.970485768,-0.919236634,0.956817962,0.93305332,0.840957634,0.744603469,-0.792325329,0.858487252,-0.821175661,-0.858097555,0.921897023,-0.981010816,0.984374966,-0.991315914,-0.99351258,-0.934541055,0.939850924,-0.930291315,-0.913331158,-0.964614771,0.994955923,0.980643746,-0.975859291,-0.984643709,0.992987003,1,0.12195122,0.073170732,0,0.073170732,0.097560976,0,0,0,0,0,0,0,0,0.048780488,0.097560976,0.024390244,0.024390244,0.195121951,0.987804878,1.775988711,2.186523273,0,0.022219909,0.246108386,0.054033863,0.213911139,0.028220507,0.378986503,0.038375951,0.164708091,10.33026877,24.36099198,-1.200240024,0.761538451,6.092307694,49.5,,1600,0.040625,0,0,1,104000,0,65,0,65
plant-shape,-0.141969702,0.938647662,0.988889042,-0.616387935,0.771880206,-0.442678616,0.867763264,0.50432195,-0.516039619,0.490461646,0.943519504,0.209855954,0.991618914,0.972860837,-0.05234859,-0.174005683,0.614141135,0.19487331,0.811446814,-0.027402047,0.473849423,0.791232347,0.407978841,-0.0502545,0.863752207,-0.125614757,-0.181545552,0.885710758,-0.566314702,0.921494174,-0.36759898,0.973952676,0.673351455,-0.390387873,0.334106801,0.998927925,0.262142054,0.962174465,0.847838127,-0.611755626,0.688502232,-0.451233007,0.799004267,0.421863006,-0.54194279,0.533020999,0.892418819,0.165643519,0.971987338,0.995934505,-0.396974441,0.764024731,-0.527646608,-0.106674993,0.889979118,-0.105663951,-0.561230751,0.279273434,-0.624292515,-0.597476617,-0.127867451,0.946634825,0.829816,-0.130694915,0.311609848,0.914066281,0.431054952,0.816308955,0.636933201,-0.331717136,0.191034196,0.881380639,0.146486909,-0.372471446,0.525161123,-0.427512775,-0.445931533,0.69769219,-0.323445452,0.278025675,0.968104917,0.25587907,0.901417581,0.753568651,0.157940521,0.367264431,0.669100346,0.596372097,0.546302264,0.376071111,-0.016190877,-0.397033864,0.441999613,-0.485193391,-0.545979394,0.342951781,0.589413703,0.455662664,0.560606739,0.269867968,0.9635216,0.855905639,0.214326131,0.145380364,0.950448897,0,0,0,0.12244898,0.285714286,0.204081633,0.285714286,0,0.326530612,0.163265306,0,0.244897959,0.285714286,0.204081633,0.285714286,0.285714286,0.244897959,0.204081633,0.448979592,1,0.71661356,1.368175141,0,0.342056953,0.381719219,0.068090479,0.108767143,0.694536071,0.237436589,0.064364189,0.126080483,3.710837158,2.492425738,-1.200240024,0.761538459,6.092307693,49.5,,1600,0.040625,0,0,1,104000,0,65,0,65
plant-texture,-0.975876865,0.948290101,0.987092327,-0.97991619,-0.614752408,-0.978380215,0.968240925,-0.861264475,-0.986119471,-0.819303279,0.878603224,-0.921499495,0.995654684,0.972929947,-0.890467576,-0.989889637,0.948766409,0.702082143,0.995246302,-0.91811303,0.92991845,0.991132272,0.840906788,-0.807271812,0.976956063,-0.970662826,-0.987085235,0.904465033,-0.95576261,-0.433400103,-0.904033392,0.992482874,-0.716610167,-0.908682541,-0.813649226,0.98117681,-0.825835726,0.961417767,0.879074914,-0.953703942,-0.68051436,-0.98513957,0.930915313,-0.916067638,-0.991712479,-0.803362854,0.823974187,-0.946282976,0.982128403,0.996649371,0.52535873,0.948997011,-0.975227657,0.811442376,0.969102646,0.811240227,-0.900896793,0.888573248,-0.980080937,-0.933661819,0.689052495,-0.468877092,0.816723164,0.660056346,0.556956555,-0.322189037,0.725823633,-0.583918468,-0.70227299,-0.93008445,0.910858603,0.983898347,0.848999149,-0.823284539,0.969520864,-0.975706578,-0.979299933,-0.755141863,-0.93375814,-0.821487158,0.958618448,-0.856305424,0.977773427,0.90755347,0.902718289,0.74792627,-0.612312786,0.935598579,-0.846001371,-0.934994511,0.814161064,-0.831108443,0.946439625,-0.980395204,-0.983815325,-0.765116575,0.885554187,-0.829962968,-0.786783495,-0.737865539,0.898549135,0.794398937,-0.915591542,-0.949969251,0.967190764,0.821917808,0.356164384,0.164383562,0.082191781,0.02739726,0.054794521,0.02739726,0,0,0,0,0,0,0,0,0.054794521,0.054794521,0.109589041,0.328767123,1,1.482707279,3.091757025,-5.99E-05,0.038870428,0.205179202,0.103587327,0.228352877,0.064025934,0.30914945,0.042836276,0.172348135,15.38009705,17.79324544,-1.200158754,0.762014728,6.096117765,49.53095685,,1599,0.040650407,0,0,1,103935,0,65,0,65
plasma_retinol,-0.979478389,0.962466847,0.998663827,-0.977635295,-0.958400131,-0.945155468,0.965831949,-0.950952236,-0.978930878,-0.885869586,0.957895596,-0.974385458,0.98785379,0.995700871,-0.928832307,-0.98101226,0.991103106,0.982394365,0.958868072,-0.935216978,0.979788276,0.99918521,0.887717907,-0.923148331,0.997198531,-0.959678473,-0.980181315,0.949455531,-0.958745387,-0.883554629,-0.931606071,0.988541215,-0.856775624,-0.927123272,-0.949317782,0.998925181,-0.912591299,0.991479313,0.936555629,-0.973166612,-0.962728939,-0.941233433,0.955371286,-0.959890299,-0.980558381,-0.870998083,0.943862429,-0.9779579,0.979668292,0.998933833,0.96353946,0.957454476,-0.955636842,0.952174722,0.990779951,0.923656044,-0.955092751,0.982864801,-0.976546904,-0.967401489,0.925835888,-0.89842758,0.980946196,0.982808897,0.84286621,-0.878648975,0.983842358,-0.924171831,-0.964558758,-0.934408879,0.917463683,0.949993963,0.910643122,-0.926166098,0.954123355,-0.945495481,-0.936051654,-0.868428216,-0.934306948,-0.942322019,0.986361069,-0.923017026,0.985517567,0.945059318,0.979873091,0.806932497,-0.84768405,0.984431347,-0.906097114,-0.965297776,0.885843459,-0.921449378,0.996584541,-0.958370262,-0.980056394,-0.946581484,0.874401803,-0.925555167,-0.856462177,-0.906145792,0.988785002,0.930195479,-0.947992681,-0.979318616,0.970811722,0.912621359,0.174757282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097087379,1,3.754431865,3.049398556,,0.179501426,0.274034199,,,0.148098445,0.264986449,,,29.23719805,63.78441033,,541.6729437,766.0482835,,,315,0.044444444,0,0,1,4410,0,14,0,14
pm10,-0.983201142,0.939323798,0.996010407,-0.981097037,-0.827160382,-0.931400928,0.906111578,-0.916589577,-0.983492508,-0.901759902,0.896967434,-0.966332688,0.98665189,0.988928162,-0.894350006,-0.987781422,0.980643412,0.860277788,0.94373563,-0.85687616,0.95140892,0.997757664,0.889891627,-0.843708211,0.990417109,-0.957484022,-0.986237038,0.910065116,-0.952876076,-0.665225946,-0.868907411,0.98794546,-0.764199976,-0.898937851,-0.933159488,0.992167973,-0.857484444,0.979869427,0.88622272,-0.970737835,-0.84303614,-0.930411207,0.872824107,-0.935577871,-0.986375025,-0.879689083,0.860253576,-0.976205546,0.971640619,0.997953575,0.798828513,0.922621025,-0.924027123,0.898281366,0.984292864,0.932494215,-0.919350621,0.958577188,-0.983138202,-0.959284968,0.787708101,-0.613459628,0.911697281,0.856639188,0.742300898,-0.594429434,0.878243216,-0.766163389,-0.849067988,-0.847124746,0.898377224,0.926092843,0.846236207,-0.82409838,0.931449436,-0.916964649,-0.926246671,-0.721910221,-0.86006596,-0.913145428,0.988780375,-0.817424454,0.954034949,0.84666648,0.942465634,0.791851325,-0.699601403,0.967107761,-0.858327075,-0.94507231,0.892864852,-0.850112651,0.98548064,-0.959615144,-0.983722213,-0.910568314,0.886766228,-0.934098623,-0.859659708,-0.801189971,0.950136508,0.831910108,-0.931483074,-0.978839612,0.95690121,0.826666667,0.48,0.08,0.08,0.026666667,0,0,0,0,0,0,0,0,0,0,0,0,0.106666667,0.4,1,0.519081521,-0.045486086,,0.103421848,0.245018751,,,0.037723288,0.209236025,,,0.48204667,1.787284257,,23.99629008,47.96078359,,,500,0.016,0,0,1,4000,0,8,0,8
